FIPS,Province_State,Combined_Key,Lat,Long_,Population,METRO,pop500,CASTHMA,HIGHCHOL,DIABETES,OBESITY,CANCER,STROKE,MHLTH,CSMOKING,CHOLSCREEN,ACCESS2,CHD,CHECKUP,KIDNEY,BINGE,LPA,ARTHRITIS,BPMED,PHLTH,BPHIGH,COPD,nhosp,nhosp999,totalbeds,estbeds,popage65_older%2018,popblack%2018,pophispanic%2018
35013,New Mexico,"Dona Ana, New Mexico, US",32.35275771,-106.83293870000001,218195,Las Cruces,97618,9.6,30.6,10.3,28.7,5.8,3.0,14.1,16.5,75.6,17.6,5.6,61.4,3.4,16.3,23.5,23.4,70.2,14.3,29.4,5.5,2.0,0.0,367.0,367.0,16.0,2.0,68.6
20177,Kansas,"Shawnee, Kansas, US",39.04100763,-95.7557264,176875,Topeka,127473,9.7,36.1,11.6,36.5,7.0,3.5,12.7,21.0,75.6,14.7,6.5,71.8,3.4,15.9,28.4,24.6,76.8,12.1,36.7,7.2,3.0,1.0,685.0,796.0,18.5,8.6,12.6
20177,Kansas,"Shawnee, Kansas, US",39.04100763,-95.75572640000001,176875,Topeka,127473,9.7,36.1,11.6,36.5,7.0,3.5,12.7,21.0,75.6,14.7,6.5,71.8,3.4,15.9,28.4,24.6,76.8,12.1,36.7,7.2,3.0,1.0,685.0,796.0,18.5,8.6,12.6
18141,Indiana,"St. Joseph, Indiana, US",41.61756781,-86.29040834,271826,South Bend,101168,10.4,33.2,12.1,38.5,6.1,3.9,17.5,25.7,77.8,16.1,7.2,66.5,3.4,17.4,35.2,26.6,75.8,16.1,35.4,9.4,4.0,1.0,739.0,898.0,15.9,13.4,8.9
18141,Indiana,"St. Joseph, Indiana, US",41.61756781,-86.29040834,271826,South Bend,101168,10.4,33.2,12.1,38.5,6.1,3.9,17.5,25.7,77.8,16.1,7.2,66.5,3.4,17.4,35.2,26.6,75.8,16.1,35.4,9.4,4.0,1.0,739.0,898.0,15.9,13.4,8.9
19013,Iowa,"Black Hawk, Iowa, US",42.4704581,-92.30524729,131228,Waterloo,68406,9.2,36.0,8.6,33.7,6.8,3.1,12.2,20.8,74.5,10.2,6.5,68.7,2.9,22.4,26.7,25.7,75.3,11.2,31.3,6.6,3.0,0.0,459.0,459.0,16.0,10.4,4.5
19013,Iowa,"Black Hawk, Iowa, US",42.4704581,-92.30524729,131228,Waterloo,68406,9.2,36.0,8.6,33.7,6.8,3.1,12.2,20.8,74.5,10.2,6.5,68.7,2.9,22.4,26.7,25.7,75.3,11.2,31.3,6.6,3.0,0.0,459.0,459.0,16.0,10.4,4.5
18157,Indiana,"Tippecanoe, Indiana, US",40.38872739,-86.89413959,195732,Lafayette,67140,10.5,32.8,10.3,35.1,5.9,3.1,16.8,22.6,75.1,13.6,6.2,64.8,3.0,19.2,31.0,23.4,71.6,13.7,30.9,7.9,3.0,0.0,679.0,679.0,11.6,5.6,8.5
18157,Indiana,"Tippecanoe, Indiana, US",40.38872739,-86.89413959,195732,Lafayette,67140,10.5,32.8,10.3,35.1,5.9,3.1,16.8,22.6,75.1,13.6,6.2,64.8,3.0,19.2,31.0,23.4,71.6,13.7,30.9,7.9,3.0,0.0,679.0,679.0,11.6,5.6,8.5
20173,Kansas,"Sedgwick, Kansas, US",37.6842718,-97.4608198,516042,Wichita,382368,9.3,34.8,7.4,27.8,4.3,7.2,9.5,20.8,81.1,17.3,6.1,61.6,4.7,15.5,20.2,17.6,78.8,8.8,33.3,10.5,6.0,2.0,735.0,957.0,14.5,9.1,14.9
20173,Kansas,"Sedgwick, Kansas, US",37.6842718,-97.4608198,516042,Wichita,382368,9.3,34.8,7.4,27.8,4.3,7.2,9.5,20.8,81.1,17.3,6.1,61.6,4.7,15.5,20.2,17.6,78.8,8.8,33.3,10.5,6.0,2.0,735.0,957.0,14.5,9.1,14.9
20045,Kansas,"Douglas, Kansas, US",38.88503636,-95.2925121,122259,Lawrence,87643,9.3,26.4,6.7,26.2,4.8,2.0,13.0,17.4,68.6,14.1,3.7,63.4,2.1,23.5,23.1,16.7,66.7,8.9,24.2,4.1,1.0,0.0,152.0,152.0,12.6,4.3,6.4
20045,Kansas,"Douglas, Kansas, US",38.88503636,-95.2925121,122259,Lawrence,87643,9.3,26.4,6.7,26.2,4.8,2.0,13.0,17.4,68.6,14.1,3.7,63.4,2.1,23.5,23.1,16.7,66.7,8.9,24.2,4.1,1.0,0.0,152.0,152.0,12.6,4.3,6.4
19153,Iowa,"Polk, Iowa, US",41.68679484,-93.57767461,490161,Des Moines,203419,9.8,33.4,9.3,38.8,5.7,2.9,13.6,21.3,74.0,12.1,5.6,67.6,2.7,19.7,27.0,23.7,73.1,11.5,30.5,6.6,7.0,1.0,1781.0,1941.0,12.9,6.5,8.5
19153,Iowa,"Polk, Iowa, US",41.68679484,-93.57767461,490161,Des Moines,203419,9.8,33.4,9.3,38.8,5.7,2.9,13.6,21.3,74.0,12.1,5.6,67.6,2.7,19.7,27.0,23.7,73.1,11.5,30.5,6.6,7.0,1.0,1781.0,1941.0,12.9,6.5,8.5
19103,Iowa,"Johnson, Iowa, US",41.67169354,-91.58754744,151140,Iowa City,67862,9.0,25.8,6.0,29.8,4.9,1.9,11.5,13.8,71.7,8.4,3.6,67.8,2.1,23.3,19.3,16.4,69.5,8.4,21.9,4.0,4.0,1.0,1383.0,1543.0,11.6,7.0,5.8
19103,Iowa,"Johnson, Iowa, US",41.67169354,-91.58754744,151140,Iowa City,67862,9.0,25.8,6.0,29.8,4.9,1.9,11.5,13.8,71.7,8.4,3.6,67.8,2.1,23.3,19.3,16.4,69.5,8.4,21.9,4.0,4.0,1.0,1383.0,1543.0,11.6,7.0,5.8
20209,Kansas,"Wyandotte, Kansas, US",39.11727348,-94.76378225,165429,Kansas City,145786,10.2,33.8,13.3,40.0,5.6,3.8,15.5,24.7,72.4,24.9,6.8,66.0,3.4,17.2,39.9,24.0,71.5,15.3,36.7,7.6,2.0,0.0,1156.0,1156.0,12.3,21.1,29.3
20209,Kansas,"Wyandotte, Kansas, US",39.11727348,-94.76378225,165429,Kansas City,145786,10.2,33.8,13.3,40.0,5.6,3.8,15.5,24.7,72.4,24.9,6.8,66.0,3.4,17.2,39.9,24.0,71.5,15.3,36.7,7.6,2.0,0.0,1156.0,1156.0,12.3,21.1,29.3
20091,Kansas,"Johnson, Kansas, US",38.88548175,-94.82250877,602401,"Olathe, Overland Park",299244,9.9,31.6,7.4,26.7,5.8,1.4,8.9,19.9,81.2,7.7,2.2,66.6,2.1,20.3,17.2,18.6,82.5,5.6,29.7,4.3,11.0,1.0,1277.0,1388.0,14.5,4.6,7.8
20091,Kansas,"Johnson, Kansas, US",38.88548175,-94.82250877,602401,"Olathe, Overland Park",299244,9.9,31.6,7.4,26.7,5.8,1.4,8.9,19.9,81.2,7.7,2.2,66.6,2.1,20.3,17.2,18.6,82.5,5.6,29.7,4.3,11.0,1.0,1277.0,1388.0,14.5,4.6,7.8
18035,Indiana,"Delaware, Indiana, US",40.22787247,-85.39732772,114135,Muncie,70085,11.6,34.6,11.5,35.9,6.8,3.7,19.0,24.0,76.3,14.2,7.4,67.6,3.2,15.3,33.2,29.7,76.2,14.9,35.5,9.3,1.0,0.0,379.0,379.0,17.4,7.0,2.6
18035,Indiana,"Delaware, Indiana, US",40.22787247,-85.39732772,114135,Muncie,70085,11.6,34.6,11.5,35.9,6.8,3.7,19.0,24.0,76.3,14.2,7.4,67.6,3.2,15.3,33.2,29.7,76.2,14.9,35.5,9.3,1.0,0.0,379.0,379.0,17.4,7.0,2.6
19113,Iowa,"Linn, Iowa, US",42.07923082,-91.59809485,226706,Cedar Rapids,126326,9.2,33.3,8.7,33.5,6.7,2.7,11.4,18.3,75.9,8.9,5.2,69.0,2.6,20.8,23.2,22.3,73.4,9.8,28.2,5.8,2.0,0.0,994.0,994.0,16.1,6.3,3.4
19113,Iowa,"Linn, Iowa, US",42.07923082,-91.59809485,226706,Cedar Rapids,126326,9.2,33.3,8.7,33.5,6.7,2.7,11.4,18.3,75.9,8.9,5.2,69.0,2.6,20.8,23.2,22.3,73.4,9.8,28.2,5.8,2.0,0.0,994.0,994.0,16.1,6.3,3.4
19163,Iowa,"Scott, Iowa, US",41.63935978,-90.61959493,172943,Davenport,99685,10.0,34.8,9.9,37.3,6.3,3.0,12.5,21.2,75.4,10.5,5.8,69.0,2.8,20.7,28.1,24.0,75.2,11.4,31.8,6.4,3.0,0.0,1143.0,1143.0,15.9,6.8,6.9
19163,Iowa,"Scott, Iowa, US",41.63935978,-90.61959493,172943,Davenport,99685,10.0,34.8,9.9,37.3,6.3,3.0,12.5,21.2,75.4,10.5,5.8,69.0,2.8,20.7,28.1,24.0,75.2,11.4,31.8,6.4,3.0,0.0,1143.0,1143.0,15.9,6.8,6.9
19193,Iowa,"Woodbury, Iowa, US",42.38979414,-96.0459439,103107,Sioux City,82678,9.6,33.8,9.3,33.1,6.4,3.0,12.9,20.6,71.9,10.7,5.9,66.9,2.9,19.1,26.9,23.7,74.5,11.6,29.0,6.5,2.0,0.0,830.0,830.0,15.4,4.3,17.0
19193,Iowa,"Woodbury, Iowa, US",42.38979414,-96.0459439,103107,Sioux City,82678,9.6,33.8,9.3,33.1,6.4,3.0,12.9,20.6,71.9,10.7,5.9,66.9,2.9,19.1,26.9,23.7,74.5,11.6,29.0,6.5,2.0,0.0,830.0,830.0,15.4,4.3,17.0
25017,Massachusetts,"Middlesex, Massachusetts, US",42.48607732,-71.39049229,1611699,"Lowell, Cambridge, Somerville, Newton",372581,9.9,28.0,7.0,22.2,5.1,2.2,11.3,11.4,76.2,6.4,4.1,73.0,2.3,21.1,19.7,18.4,70.7,9.0,24.9,4.4,17.0,1.0,2755.0,2963.0,15.2,5.4,8.3
25017,Massachusetts,"Middlesex, Massachusetts, US",42.48607732,-71.39049229,1611699,"Lowell, Cambridge, Somerville, Newton",372581,9.9,28.0,7.0,22.2,5.1,2.2,11.3,11.4,76.2,6.4,4.1,73.0,2.3,21.1,19.7,18.4,70.7,9.0,24.9,4.4,17.0,1.0,2755.0,2963.0,15.2,5.4,8.3
34021,New Jersey,"Mercer, New Jersey, US",40.28047017,-74.70479631,367430,Trenton,84913,10.8,33.1,13.3,37.2,4.5,3.9,18.3,24.9,78.8,24.3,6.0,76.5,3.4,16.9,40.3,22.8,74.6,16.4,36.6,7.7,6.0,1.0,1282.0,1547.0,15.1,20.5,18.1
34021,New Jersey,"Mercer, New Jersey, US",40.28047017,-74.70479631,367430,Trenton,84913,10.8,33.1,13.3,37.2,4.5,3.9,18.3,24.9,78.8,24.3,6.0,76.5,3.4,16.9,40.3,22.8,74.6,16.4,36.6,7.7,6.0,1.0,1282.0,1547.0,15.1,20.5,18.1
04027,Arizona,"Yuma, Arizona, US",32.76895712,-113.9066674,213787,Yuma,93064,9.7,33.0,11.9,35.9,5.3,3.4,13.2,15.8,76.6,21.1,6.2,63.6,3.7,17.3,25.6,21.5,70.5,13.8,29.9,6.9,2.0,1.0,369.0,553.0,18.8,2.8,64.3
04027,Arizona,"Yuma, Arizona, US",32.76895712,-113.90666740000002,213787,Yuma,93064,9.7,33.0,11.9,35.9,5.3,3.4,13.2,15.8,76.6,21.1,6.2,63.6,3.7,17.3,25.6,21.5,70.5,13.8,29.9,6.9,2.0,1.0,369.0,553.0,18.8,2.8,64.3
05143,Arkansas,"Washington, Arkansas, US",35.976844,-94.21800746,239187,"Fayetteville, Springdale",137323,9.5,31.4,8.1,29.1,4.6,2.6,16.8,22.1,71.8,14.6,5.3,64.4,2.7,17.4,28.9,21.7,67.4,11.6,30.8,5.7,6.0,2.0,638.0,939.0,11.4,3.5,17.1
05143,Arkansas,"Washington, Arkansas, US",35.976844,-94.21800746,239187,"Fayetteville, Springdale",137323,9.5,31.4,8.1,29.1,4.6,2.6,16.8,22.1,71.8,14.6,5.3,64.4,2.7,17.4,28.9,21.7,67.4,11.6,30.8,5.7,6.0,2.0,638.0,939.0,11.4,3.5,17.1
05131,Arkansas,"Sebastian, Arkansas, US",35.19605503,-94.27162713,127827,Fort Smith,86209,10.3,34.1,12.2,34.9,6.2,4.1,18.0,26.4,75.0,15.3,7.8,70.7,3.6,14.2,38.9,26.5,74.1,16.6,37.4,9.3,4.0,0.0,870.0,870.0,15.8,6.9,14.6
05131,Arkansas,"Sebastian, Arkansas, US",35.19605503,-94.27162713,127827,Fort Smith,86209,10.3,34.1,12.2,34.9,6.2,4.1,18.0,26.4,75.0,15.3,7.8,70.7,3.6,14.2,38.9,26.5,74.1,16.6,37.4,9.3,4.0,0.0,870.0,870.0,15.8,6.9,14.6
05031,Arkansas,"Craighead, Arkansas, US",35.83018283,-90.63235729,110332,Jonesboro,67263,10.2,30.6,9.8,34.0,6.2,3.4,16.4,22.4,75.6,13.3,6.3,71.7,3.1,15.4,35.2,25.8,73.6,14.1,34.1,7.6,4.0,1.0,571.0,721.0,14.0,16.1,5.2
05031,Arkansas,"Craighead, Arkansas, US",35.83018283,-90.63235729,110332,Jonesboro,67263,10.2,30.6,9.8,34.0,6.2,3.4,16.4,22.4,75.6,13.3,6.3,71.7,3.1,15.4,35.2,25.8,73.6,14.1,34.1,7.6,4.0,1.0,571.0,721.0,14.0,16.1,5.2
05119,Arkansas,"Pulaski, Arkansas, US",34.77054088,-92.31355101,391911,Little Rock,193524,9.5,33.0,9.9,32.6,6.0,3.1,12.6,17.7,80.6,11.3,5.5,72.3,3.0,15.6,28.4,23.0,75.8,11.2,37.1,5.8,10.0,2.0,2592.0,2893.0,15.6,37.0,6.2
05119,Arkansas,"Pulaski, Arkansas, US",34.77054088,-92.31355101,391911,Little Rock,193524,9.5,33.0,9.9,32.6,6.0,3.1,12.6,17.7,80.6,11.3,5.5,72.3,3.0,15.6,28.4,23.0,75.8,11.2,37.1,5.8,10.0,2.0,2592.0,2893.0,15.6,37.0,6.2
05007,Arkansas,"Benton, Arkansas, US",36.33644656,-94.25680817,279141,Springdale,6054,8.7,30.1,7.5,28.9,6.0,2.4,12.4,17.9,79.5,9.9,5.1,69.9,2.4,17.6,25.4,21.7,72.1,11.2,27.8,5.7,6.0,3.0,335.0,787.0,13.3,1.9,16.9
05007,Arkansas,"Benton, Arkansas, US",36.33644656,-94.25680817,279141,Springdale,6054,8.7,30.1,7.5,28.9,6.0,2.4,12.4,17.9,79.5,9.9,5.1,69.9,2.4,17.6,25.4,21.7,72.1,11.2,27.8,5.7,6.0,3.0,335.0,787.0,13.3,1.9,16.9
06001,California,"Alameda, California, US",37.64629437,-121.8929271,1671329,"Alameda, Oakland, Pleasanton, San Leandro, Union City, Berkeley, Livermore, Hayward, Fremont",1241110,8.9,29.5,9.4,18.6,5.9,1.7,10.9,13.3,85.0,18.3,4.6,64.5,1.6,20.3,21.8,22.8,70.3,8.5,25.1,4.6,21.0,1.0,3592.0,3809.0,13.8,10.3,22.4
06001,California,"Alameda, California, US",37.64629437,-121.8929271,1671329,"Alameda, Oakland, Pleasanton, San Leandro, Union City, Berkeley, Livermore, Hayward, Fremont",1241110,8.9,29.5,9.4,18.6,5.9,1.7,10.9,13.3,85.0,18.3,4.6,64.5,1.6,20.3,21.8,22.8,70.3,8.5,25.1,4.6,21.0,1.0,3592.0,3809.0,13.8,10.3,22.4
06059,California,"Orange, California, US",33.70147516,-117.7645998,3175692,"Anaheim, Costa Mesa, Fullerton, Garden Grove, Huntington Beach, Mission Viejo, Newport Beach, Santa Ana, Westminster, Buena Park, Lake Forest, Irvine, Orange, Tustin",2117106,7.2,20.9,5.9,14.5,3.7,1.4,18.3,6.3,78.5,4.8,2.4,72.0,3.7,17.6,12.4,10.3,58.0,8.7,18.5,2.5,36.0,0.0,7955.0,7955.0,14.8,1.9,34.2
06059,California,"Orange, California, US",33.70147516,-117.76459979999998,3175692,"Anaheim, Costa Mesa, Fullerton, Garden Grove, Huntington Beach, Mission Viejo, Newport Beach, Santa Ana, Westminster, Buena Park, Lake Forest, Irvine, Orange, Tustin",2117106,7.2,20.9,5.9,14.5,3.7,1.4,18.3,6.3,78.5,4.8,2.4,72.0,3.7,17.6,12.4,10.3,58.0,8.7,18.5,2.5,36.0,0.0,7955.0,7955.0,14.8,1.9,34.2
06013,California,"Contra Costa, California, US",37.91923498,-121.9289527,1153526,"Antioch, San Ramon, Concord, Richmond",400282,10.5,31.0,11.0,31.0,7.4,3.5,16.7,18.9,85.1,21.4,6.3,67.3,3.4,20.1,25.7,22.8,72.1,14.9,29.1,7.2,11.0,1.0,1920.0,2137.0,15.8,8.8,25.8
06013,California,"Contra Costa, California, US",37.91923498,-121.9289527,1153526,"Antioch, San Ramon, Concord, Richmond",400282,10.5,31.0,11.0,31.0,7.4,3.5,16.7,18.9,85.1,21.4,6.3,67.3,3.4,20.1,25.7,22.8,72.1,14.9,29.1,7.2,11.0,1.0,1920.0,2137.0,15.8,8.8,25.8
06023,California,"Humboldt, California, US",40.69923009,-123.876044,135558,Apple Valley,138270,9.6,30.35,11.15,31.0,6.75,3.45,14.35,16.6,79.6,13.399999999999999,6.2,69.1,3.35,17.7,25.1,24.65,62.25,13.9,30.9,7.0,5.0,0.0,283.0,283.0,17.8,1.1,11.8
06023,California,"Humboldt, California, US",40.69923009,-123.876044,135558,Apple Valley,138270,9.6,30.35,11.15,31.0,6.75,3.45,14.35,16.6,79.6,13.399999999999999,6.2,69.1,3.35,17.7,25.1,24.65,62.25,13.9,30.9,7.0,5.0,0.0,283.0,283.0,17.8,1.1,11.8
22071,Louisiana,"Orleans, Louisiana, US",30.06971951,-89.92660315,390144,New Orleans,343829,12.8,26.6,11.9,41.8,5.1,1.9,10.2,11.2,80.4,9.5,3.8,68.2,4.2,22.6,37.3,20.0,66.7,7.9,48.3,3.7,9.0,4.0,1319.0,1864.0,14.7,59.2,5.6
22071,Louisiana,"Orleans, Louisiana, US",30.06971951,-89.92660315,390144,New Orleans,343829,12.8,26.6,11.9,41.8,5.1,1.9,10.2,11.2,80.4,9.5,3.8,68.2,4.2,22.6,37.3,20.0,66.7,7.9,48.3,3.7,9.0,4.0,1319.0,1864.0,14.7,59.2,5.6
21067,Kentucky,"Fayette, Kentucky, US",38.0368225,-84.45576892,323152,Lexington,295803,10.2,32.9,9.1,28.9,5.8,2.6,13.9,20.2,79.7,8.6,5.8,71.1,2.6,19.2,28.5,25.0,75.8,12.1,32.0,7.1,7.0,2.0,1866.0,2233.0,13.3,14.7,7.4
21067,Kentucky,"Fayette, Kentucky, US",38.0368225,-84.45576892,323152,Lexington,295803,10.2,32.9,9.1,28.9,5.8,2.6,13.9,20.2,79.7,8.6,5.8,71.1,2.6,19.2,28.5,25.0,75.8,12.1,32.0,7.1,7.0,2.0,1866.0,2233.0,13.3,14.7,7.4
21111,Kentucky,"Jefferson, Kentucky, US",38.18664655,-85.65931031,766757,Louisville,597337,10.2,39.5,7.5,27.1,9.5,2.2,21.3,12.4,70.9,7.1,3.7,74.4,2.5,22.6,27.0,36.6,86.0,13.4,52.8,9.5,9.0,1.0,2909.0,3092.0,16.1,21.8,5.7
21111,Kentucky,"Jefferson, Kentucky, US",38.18664655,-85.65931031,766757,Louisville,597337,10.2,39.5,7.5,27.1,9.5,2.2,21.3,12.4,70.9,7.1,3.7,74.4,2.5,22.6,27.0,36.6,86.0,13.4,52.8,9.5,9.0,1.0,2909.0,3092.0,16.1,21.8,5.7
22051,Louisiana,"Jefferson, Louisiana, US",29.74075478,-90.11115756,432493,Kenner,66702,8.5,35.9,11.6,34.6,5.9,3.3,14.4,19.8,80.7,14.6,6.5,72.1,3.1,19.3,29.2,24.3,76.0,14.1,35.6,7.2,9.0,4.0,1402.0,1947.0,17.1,27.2,14.9
22051,Louisiana,"Jefferson, Louisiana, US",29.74075478,-90.11115756,432493,Kenner,66702,8.5,35.9,11.6,34.6,5.9,3.3,14.4,19.8,80.7,14.6,6.5,72.1,3.1,19.3,29.2,24.3,76.0,14.1,35.6,7.2,9.0,4.0,1402.0,1947.0,17.1,27.2,14.9
22033,Louisiana,"East Baton Rouge, Louisiana, US",30.53842039,-91.09777565,440059,Baton Rouge,229493,7.4,36.1,20.0,23.6,1.3,7.4,10.4,14.3,82.2,23.5,1.2,71.8,4.7,13.2,19.7,25.8,76.0,23.6,51.2,4.0,12.0,4.0,2302.0,2847.0,14.2,46.3,4.2
22033,Louisiana,"East Baton Rouge, Louisiana, US",30.53842039,-91.09777565,440059,Baton Rouge,229493,7.4,36.1,20.0,23.6,1.3,7.4,10.4,14.3,82.2,23.5,1.2,71.8,4.7,13.2,19.7,25.8,76.0,23.6,51.2,4.0,12.0,4.0,2302.0,2847.0,14.2,46.3,4.2
22055,Louisiana,"Lafayette, Louisiana, US",30.2049055,-92.06959876,244390,Lafayette,120623,9.1,34.3,9.4,30.1,6.0,2.9,15.5,19.5,77.9,11.8,6.1,72.7,2.9,20.1,27.6,23.8,75.9,13.0,31.9,7.0,9.0,2.0,977.0,1249.0,13.1,26.4,4.6
22055,Louisiana,"Lafayette, Louisiana, US",30.2049055,-92.06959876,244390,Lafayette,120623,9.1,34.3,9.4,30.1,6.0,2.9,15.5,19.5,77.9,11.8,6.1,72.7,2.9,20.1,27.6,23.8,75.9,13.0,31.9,7.0,9.0,2.0,977.0,1249.0,13.1,26.4,4.6
22019,Louisiana,"Calcasieu, Louisiana, US",30.22931235,-93.35400434,203436,Lake Charles,71993,10.3,36.7,13.8,37.7,6.6,4.5,17.8,23.5,79.0,15.3,7.4,73.2,3.7,17.2,33.1,26.5,76.7,15.1,41.5,8.3,8.0,3.0,706.0,1114.0,15.0,25.4,3.8
22019,Louisiana,"Calcasieu, Louisiana, US",30.22931235,-93.35400434,203436,Lake Charles,71993,10.3,36.7,13.8,37.7,6.6,4.5,17.8,23.5,79.0,15.3,7.4,73.2,3.7,17.2,33.1,26.5,76.7,15.1,41.5,8.3,8.0,3.0,706.0,1114.0,15.0,25.4,3.8
06029,California,"Kern, California, US",35.34329425,-118.7277796,900202,Bakersfield,347483,8.1,25.6,7.1,24.7,7.8,2.7,13.7,25.1,73.2,8.6,2.9,67.6,2.9,22.7,40.0,39.4,60.5,9.3,22.9,3.6,12.0,0.0,1628.0,1628.0,10.9,5.6,54.0
06029,California,"Kern, California, US",35.34329425,-118.72777959999999,900202,Bakersfield,347483,8.1,25.6,7.1,24.7,7.8,2.7,13.7,25.1,73.2,8.6,2.9,67.6,2.9,22.7,40.0,39.4,60.5,9.3,22.9,3.6,12.0,0.0,1628.0,1628.0,10.9,5.6,54.0
06037,California,"Los Angeles, California, US",34.30828379,-118.2282411,10039107,"Baldwin Park, Compton, Downey, Inglewood, Lancaster, Long Beach, Los Angeles, Palmdale, Pasadena, Santa Clarita, Santa Monica, Torrance, Whittier, Alhambra, Glendale, Burbank, Carson, Bellflower, Hawthorne, El Monte, Lakewood, Norwalk, Lynwood, Redondo Beach, Pomona, South Gate, West Covina",7007413,8.6,33.5,6.8,34.4,7.5,3.0,18.7,21.5,73.2,21.0,5.0,72.9,2.1,18.4,31.4,15.2,71.1,7.1,37.4,4.9,109.0,4.0,25606.0,26476.0,13.6,8.0,48.6
06037,California,"Los Angeles, California, US",34.30828379,-118.22824109999999,10039107,"Baldwin Park, Compton, Downey, Inglewood, Lancaster, Long Beach, Los Angeles, Palmdale, Pasadena, Santa Clarita, Santa Monica, Torrance, Whittier, Alhambra, Glendale, Burbank, Carson, Bellflower, Hawthorne, El Monte, Lakewood, Norwalk, Lynwood, Redondo Beach, Pomona, South Gate, West Covina",7007413,8.6,33.5,6.8,34.4,7.5,3.0,18.7,21.5,73.2,21.0,5.0,72.9,2.1,18.4,31.4,15.2,71.1,7.1,37.4,4.9,109.0,4.0,25606.0,26476.0,13.6,8.0,48.6
35049,New Mexico,"Santa Fe, New Mexico, US",35.50708973,-105.9774716,150358,Santa Fe,67947,9.0,31.8,9.2,20.5,6.8,2.8,11.7,14.4,80.8,9.9,5.5,60.2,3.2,15.1,20.7,23.9,74.3,12.7,26.3,5.0,3.0,0.0,258.0,258.0,24.4,1.2,51.1
35049,New Mexico,"Santa Fe, New Mexico, US",35.50708973,-105.9774716,150358,Santa Fe,67947,9.0,31.8,9.2,20.5,6.8,2.8,11.7,14.4,80.8,9.9,5.5,60.2,3.2,15.1,20.7,23.9,74.3,12.7,26.3,5.0,3.0,0.0,258.0,258.0,24.4,1.2,51.1
06089,California,"Shasta, California, US",40.76391419,-122.0396884,180080,"Burbank, Redding",296541,8.7,31.7,8.0,22.0,6.2,2.5,11.3,12.4,82.0,10.2,4.7,66.5,2.7,19.6,17.8,18.3,68.0,10.5,24.5,4.9,5.0,0.0,732.0,732.0,20.6,1.2,10.3
06089,California,"Shasta, California, US",40.76391419,-122.0396884,180080,"Burbank, Redding",296541,8.7,31.7,8.0,22.0,6.2,2.5,11.3,12.4,82.0,10.2,4.7,66.5,2.7,19.6,17.8,18.3,68.0,10.5,24.5,4.9,5.0,0.0,732.0,732.0,20.6,1.2,10.3
06073,California,"San Diego, California, US",33.03484597,-116.7365326,3338330,"Carlsbad, Chula Vista, El Cajon, Escondido, Oceanside, San Diego, San Marcos, Vista",2244736,9.1,31.5,13.1,28.2,9.4,3.6,15.9,19.4,86.9,22.5,6.1,70.4,3.3,24.3,27.7,20.9,71.7,15.5,33.1,5.5,29.0,4.0,6252.0,7122.0,14.1,5.1,34.0
06073,California,"San Diego, California, US",33.03484597,-116.73653259999999,3338330,"Carlsbad, Chula Vista, El Cajon, Escondido, Oceanside, San Diego, San Marcos, Vista",2244736,9.1,31.5,13.1,28.2,9.4,3.6,15.9,19.4,86.9,22.5,6.1,70.4,3.3,24.3,27.7,20.9,71.7,15.5,33.1,5.5,29.0,4.0,6252.0,7122.0,14.1,5.1,34.0
36061,New York,"New York City, New York, US",40.7672726,-73.97152637,5803210,New York,1585873,7.6,31.9,14.2,29.1,3.7,4.5,9.7,14.6,80.3,28.1,1.8,70.4,0.9,34.1,14.9,18.3,67.6,6.0,16.3,8.0,18.0,2.0,9496.0,10108.0,16.5,14.5,25.9
36061,New York,"New York City, New York, US",40.76727260000001,-73.97152637,5803210,New York,1585873,7.6,31.9,14.2,29.1,3.7,4.5,9.7,14.6,80.3,28.1,1.8,70.4,0.9,34.1,14.9,18.3,67.6,6.0,16.3,8.0,18.0,2.0,9496.0,10108.0,16.5,14.5,25.9
06071,California,"San Bernardino, California, US",34.84060306,-116.1774685,2180085,"Chino Hills, Redlands, San Bernardino, Victorville, Fontana, Chino, Apple Valley, Hesperia, Upland, Rialto, Ontario, Rancho Cucamonga",1404829,9.1,26.6,10.9,32.4,4.9,3.0,16.8,16.7,72.2,24.7,4.9,68.5,2.9,20.4,26.9,22.5,64.1,10.3,26.3,7.4,26.0,3.0,3963.0,4615.0,11.6,8.2,54.0
06071,California,"San Bernardino, California, US",34.84060306,-116.1774685,2180085,"Chino Hills, Redlands, San Bernardino, Victorville, Fontana, Chino, Apple Valley, Hesperia, Upland, Rialto, Ontario, Rancho Cucamonga",1404829,9.1,26.6,10.9,32.4,4.9,3.0,16.8,16.7,72.2,24.7,4.9,68.5,2.9,20.4,26.9,22.5,64.1,10.3,26.3,7.4,26.0,3.0,3963.0,4615.0,11.6,8.2,54.0
06067,California,"Sacramento, California, US",38.45106826,-121.3425374,1552058,"Citrus Heights, Elk Grove, Folsom, Sacramento",774976,11.3,32.8,10.4,24.7,8.1,2.0,11.3,21.3,73.2,19.9,1.4,69.8,3.1,16.3,31.2,26.0,70.2,16.8,34.7,7.6,12.0,1.0,3659.0,3876.0,14.1,9.9,23.4
